gene,viewField,nucleusIDX,nascentRNA,PCNA,Ratio
PIM2,0,135,4803630,6971188,-0.5372795033370775
PIM2,0,136,14001738,8558428,0.7101881824587276
PIM2,0,137,10919287,12746081,-0.22317507882964033
PIM2,0,138,21359996,17291364,0.30485969883084474
PIM2,0,139,18265953,17746286,0.0416399018821251
PIM2,0,140,20620391,22650967,-0.1355009530831444
PIM2,0,141,12035647,12163392,-0.015231909826495367
PIM2,0,142,7699755,8091949,-0.07167468610762408
PIM2,0,143,6572072,8470052,-0.3660225409433309
PIM2,0,144,8013617,4411428,0.8612078211975035
PIM2,0,145,15899234,13204563,0.2679207035635888
PIM2,0,146,10282087,5323040,0.9498108117999746
PIM2,0,147,8747580,7170866,0.28673659492822057
PIM2,0,148,16299858,5393713,1.5955087333548459
PIM2,0,149,10317869,8286786,0.3162604634003348
PIM2,0,150,15048029,12417603,0.2771878207710183
PIM2,0,151,8951365,9013058,-0.009908977878371797
PIM2,0,152,7824972,6244151,0.3255801637771705
PIM2,0,153,15898193,16942936,-0.0918211003573456
PIM2,0,154,8360240,14328128,-0.777233866870034
PIM2,0,155,4475722,7165518,-0.6789505724809911
PIM2,0,156,19789716,16242833,0.2849476258957676
PIM2,0,157,7158839,6246465,0.19668566370027157
PIM2,0,158,4405560,5856558,-0.41072760218601395
PIM2,0,159,15106888,4859945,1.6361946056828758
PIM2,0,160,13684337,12239770,0.16094909015714448
PIM2,0,161,21078658,21922158,-0.05660680419980365
PIM2,0,162,6906182,10257494,-0.5707180509064543
PIM2,0,163,8144198,4926768,0.7251310991524094
PIM2,0,164,4671275,6318386,-0.43573969652910444
PIM2,0,165,14070177,10854027,0.3744100749202636
PIM2,0,166,9731416,10058836,-0.04774171812199771
PIM2,0,167,20614505,17274466,0.255018705597215
PIM2,0,168,9596225,7429163,0.3692673045206077
PIM2,0,169,6319926,11905096,-0.9135996831207097
PIM2,0,170,13465943,14845258,-0.14068690338420703
PIM2,0,171,6460198,8373810,-0.37430580093252486
PIM2,0,172,13348192,11586418,0.20420972469352885
PIM2,0,173,18611067,8547911,1.1225169776176902
PIM2,0,174,9665615,7764542,0.3159607024193386
PIM2,0,175,10720341,13016408,-0.2799805814201017
PIM2,0,176,5841712,5196857,0.16875187272220576
PIM2,0,177,8738631,5197109,0.7496979665679737
PIM2,0,178,17146467,19244387,-0.16652637488481545
PIM2,0,179,16416851,6630696,1.3079452051112297
PIM2,0,180,14075210,12040004,0.22532057585922569
PIM2,0,181,4871459,9142579,-0.9082472641799897
PIM2,0,182,8675380,5130295,0.7578851667276946
PIM2,0,183,9410628,8752458,0.104602767941643
PIM2,0,184,18724718,13665096,0.4544483963030337
PIM2,0,185,21668462,11293755,0.9400715165943894
PIM2,0,186,23437181,16611155,0.4966466646546011
PIM2,0,187,6111807,12683128,-1.053239705243495
PIM2,0,188,7038798,5061926,0.47564266711934283
PIM2,0,189,18724479,16823386,0.154457474548059
PIM2,0,190,12556619,13538898,-0.1086622594758045
PIM2,0,191,10520387,10711098,-0.025918602876591056
PIM2,0,192,15240039,13204060,0.20688499538629748
PIM2,0,193,9611623,4874548,0.979511613317046
PIM2,0,194,11443303,9608295,0.2521511809761809
PIM2,0,195,5924140,7825969,-0.40166366051350816
PIM2,0,196,14203003,15895402,-0.1624135061792593
PIM2,0,197,4476974,6579768,-0.5555127761816816
PIM2,0,198,6447920,6381620,0.01491113986926832
PIM2,0,199,10055489,11429441,-0.18477160299111792
PIM2,0,200,14258035,5134162,1.4735744439367535
PIM2,0,201,5587517,10244160,-0.8745224703703423
PIM2,0,202,4997216,6310203,-0.3365618390608809
PIM2,0,203,16552268,14255169,0.2155437663392331
PIM2,0,204,5656402,4407599,0.3598916814190439
PIM2,0,205,6513480,9199422,-0.49811467185151337
PIM2,0,206,22978721,20942991,0.13383100221977642
PIM2,0,207,4413515,4741189,-0.1033208040164772
PIM2,0,208,12242021,9215829,0.40965589517381606
PIM2,0,209,17775523,16511636,0.10640893621140846
PIM2,0,210,13729615,11505748,0.2549363929788625
PIM2,0,211,4546602,5063712,-0.1554066343132284
PIM2,0,212,18266230,19557954,-0.09857655045606718
PIM2,0,213,4747347,4480795,0.08336678165444973
PIM2,0,214,17611692,20162469,-0.195138796018547
PIM2,0,215,10523983,7428149,0.5026061636943111
PIM2,0,216,14931588,13807231,0.11294358641297018
PIM2,0,217,7838787,7316036,0.09956825000761156
PIM2,0,218,13025630,10188867,0.35435951882423555
PIM2,0,219,5400106,5799222,-0.10287164056447595
PIM2,0,220,23269541,18803561,0.30743684939605265
PIM2,0,221,12807746,6514487,0.9752931224300586
PIM2,0,222,7695929,5268802,0.5466205246771391
PIM2,0,223,11111029,9664614,0.20120841373036671
PIM2,0,224,20105087,11171404,0.8477500667923218
PIM2,0,225,13674837,6983250,0.9695531094539759
PIM2,0,226,8619062,11117146,-0.36718368954459074
PIM2,0,227,8625217,10785853,-0.3225076178515362
PIM2,0,228,10852435,6462038,0.747957642176568
PIM2,0,229,10783021,7177255,0.5872573399153344
PIM2,0,230,10849605,9207103,0.2368233284565286
PIM2,0,231,8025120,9992249,-0.3162864632823252
PIM2,1,1,21675165,16232804,0.41713074815495055
PIM2,1,2,7977005,10992674,-0.4626232814392411
PIM2,1,3,4223761,5337362,-0.3375986610329308
PIM2,1,4,5605687,4619290,0.27922007034848495
PIM2,1,5,4556838,6211119,-0.4468201266475166
PIM2,1,6,13085758,13021782,0.0070706043297491085
PIM2,1,7,13536564,13270829,0.02860308904795597
PIM2,1,8,8223282,6190635,0.4096269034454824
PIM2,1,9,13281599,10851630,0.29151708320519704
PIM2,1,10,7371817,5587521,0.3998119090618314
PIM2,1,11,4224534,7179291,-0.765049166570611
PIM2,1,12,5907227,5605915,0.07553118260601634
PIM2,1,13,13925675,13993018,-0.00695989604994035
PIM2,1,14,8745252,6120733,0.5147955209737876
PIM2,1,15,9141793,9930797,-0.11943235446299112
PIM2,1,16,9732667,10192696,-0.0666285996522781
PIM2,1,17,4213288,4422189,-0.06981415090659393
PIM2,1,18,14925113,16105285,-0.1097923365906345
PIM2,1,19,5207086,6584882,-0.3386813534442611
PIM2,1,20,13748825,16370517,-0.251791556001371
PIM2,1,21,6777633,5601567,0.27495105119275504
PIM2,1,22,14662730,12423742,0.2390539634386277
PIM2,1,23,4081174,7563809,-0.8901287121527288
PIM2,1,24,7888177,4869663,0.695869988658865
PIM2,1,25,13804601,9606702,0.5230360487106596
PIM2,1,26,5069596,6776354,-0.4186384613900756
PIM2,1,27,9491010,11592278,-0.28853057131140764
PIM2,1,28,4078359,12025398,-1.560023962957536
PIM2,1,29,11779368,9090853,0.37377456134145376
PIM2,1,30,5929761,7044649,-0.2485538680904312
PIM2,1,31,5068572,7434274,-0.5526125164956955
PIM2,1,32,12226649,8089936,0.5958288590577403
PIM2,1,33,10785585,12229687,-0.18128305173604686
PIM2,1,34,4670239,8613927,-0.8831747153955751
PIM2,1,35,10126900,14456906,-0.5135662158624713
PIM2,1,36,4021037,7040309,-0.808071138997895
PIM2,1,37,17344313,15900484,0.12539201644943307
PIM2,1,38,4282649,5335578,-0.31714112503339964
PIM2,1,39,5396508,4739877,0.18717654108680704
PIM2,1,40,4929834,5332248,-0.11320481273722907
PIM2,1,41,4677664,7047716,-0.5913675539382064
PIM2,1,42,7766593,9075272,-0.22465901851858028
PIM2,1,43,9673266,10517297,-0.1206889956863204
PIM2,1,44,16628607,4475689,1.8934856201811308
PIM2,1,45,6255646,6319650,-0.014685785645065865
PIM2,1,46,15311718,11972183,0.35494992834590955
PIM2,1,47,7961894,6907947,0.20485465027205005
PIM2,1,48,13538358,10254633,0.4007769116690292
PIM2,1,49,12612658,8546601,0.5614496657031454
PIM2,1,50,5793823,8226853,-0.5058250539393354
PIM2,1,51,13738302,13672786,0.006896463816920602
PIM2,1,52,14448954,12287290,0.23379829587721238
PIM2,1,53,10000689,12620859,-0.335710708004509
PIM2,1,54,7167535,5594401,0.3574933761668445
PIM2,1,55,15253324,10260024,0.5720895629606697
PIM2,1,56,14007615,14861634,-0.08538140847471316
PIM2,1,57,6052130,6971685,-0.20406440895022943
PIM2,1,58,4739102,5263646,-0.15144875314181622
PIM2,1,59,17155914,15783251,0.12031158991933143
PIM2,1,60,5261076,8349979,-0.6664146782638988
PIM2,1,61,5788454,8940333,-0.6271504886187087
PIM2,1,62,5720613,4609301,0.3116217665248701
PIM2,1,63,7960614,6778913,0.2318257542573943
PIM2,1,64,7836720,5141796,0.6079775789567456
PIM2,1,65,16493118,13797687,0.257437725458374
PIM2,1,66,10589754,8230710,0.36358028458742564
PIM2,1,67,13741370,12760114,0.10688462816356739
PIM2,1,68,17213248,11704634,0.5564395253309669
PIM2,1,69,12051513,10014256,0.2671590386906381
PIM2,1,70,7699236,5662753,0.4432116901735088
PIM2,1,71,4943910,6520872,-0.3994124206020586
PIM2,1,72,19905375,16952154,0.23168945192002274
PIM2,1,73,7114035,5400874,0.3974751810177083
PIM2,1,74,4747305,10981940,-1.2099522875753692
PIM2,1,75,6119974,5133345,0.2536262998733063
PIM2,1,76,8298027,7773478,0.09420811951232655
PIM2,1,77,7960364,7571508,0.07225373463353985
PIM2,1,78,9287743,8099895,0.19742484584419137
PIM2,1,79,15117633,14006078,0.11017924440827888
PIM2,1,80,7627822,9405490,-0.30223192827361167
PIM2,1,81,5196844,5468706,-0.07356375175305528
PIM2,1,82,8874542,9463344,-0.0926774029804612
PIM2,1,83,9220665,14278215,-0.6308729236466386
PIM2,1,84,9547059,8290861,0.20353444272564664
PIM2,1,85,11325754,9747002,0.21657665382356275
PIM2,1,86,14856004,5325865,1.4799583441359057
PIM2,1,87,10464055,8817974,0.2469229006485716
PIM2,1,88,6645026,5072415,0.3896020598416892
PIM2,1,89,9870637,8688169,0.18409102543935346
PIM2,1,90,5662773,4012322,0.4970713076950975
PIM2,1,91,11236655,11105587,0.016926978305497803
PIM2,1,92,15046462,13337653,0.1739194732457969
PIM2,1,93,8292668,4875550,0.7662713593905606
PIM2,1,94,10848057,9071920,0.2579568409413561
PIM2,1,95,11795007,10606134,0.15327739377430552
PIM2,1,96,7701029,10127402,-0.3951409899825967
PIM2,1,97,7235623,7563305,-0.06389955791131374
PIM2,1,98,12358971,6118949,1.014202850566785
PIM2,1,99,9998646,11767609,-0.23501657049533287
PIM2,1,100,9419578,10796604,-0.19684326039409997
PIM2,1,101,12889906,8825137,0.5465511630091275
PIM2,1,102,12026926,5913625,1.0241532806261124
PIM2,1,103,11105847,11041342,0.008403893312107053
PIM2,1,104,9464631,10970421,-0.21300072613722446
PIM2,1,105,12229168,10456628,0.225908561144936
PIM2,1,106,16303427,13199908,0.3046473781677512
PIM2,1,107,12759350,11576114,0.14040380119508614
PIM2,1,108,4481812,5207065,-0.21638828313259864
PIM2,1,109,14465363,11049538,0.38861647798625226
PIM2,1,110,14601024,11449138,0.3508305692323232
PIM2,1,111,15305795,13078586,0.2268714106586403
PIM2,1,112,12760378,6516520,0.9694974300311261
PIM2,1,113,7698991,8290608,-0.10680852291854642
PIM2,1,114,7486026,5520434,0.4394183670966771
PIM2,1,115,10541886,9340483,0.1745639366573127
PIM2,1,116,14778685,13534272,0.1269006169329713
PIM2,1,117,11375925,8676908,0.3907309209295209
PIM2,1,118,13217854,10588215,0.3200285704092659
PIM2,1,119,12625727,8287019,0.607441326833137
PIM2,1,120,9922869,10309675,-0.055169641627168656
PIM2,1,121,13675345,5857849,1.2231343197074027
PIM2,1,122,4809760,6258457,-0.37984210232351345
PIM2,1,123,6494747,6101792,0.09004032555349663
PIM2,1,124,5922598,7627055,-0.3648959376778966
PIM2,1,125,4347957,4347960,-9.95429262468365e-07
PIM2,1,126,4478748,6578723,-0.554712074511994
PIM2,1,127,19388750,18540363,0.064550304722607
PIM2,1,128,15444291,12153146,0.3457438202209942
PIM2,1,129,12432702,12362563,0.008161998459704781
PIM2,1,130,8881195,9018932,-0.02220279318172064
PIM2,1,131,5922591,8489263,-0.519410850361145
PIM2,1,132,12617010,9725997,0.37545200686890456
PIM2,1,133,6987075,6383640,0.13030933211096477
PIM2,1,134,9406003,7438895,0.338493458156186
PIM2,1,135,13567818,8956726,0.5991453449805159
PIM2,1,136,6711851,4411935,0.6052991527686092
PIM2,1,137,16696129,14267193,0.22681213282450136
PIM2,1,138,6846766,6784813,0.013113653416429779
PIM2,1,139,8034097,8698175,-0.1145768549842123
PIM2,1,140,14127943,9133870,0.6292532660033744
PIM2,1,141,10051378,8475436,0.2460338106329512
PIM2,1,142,13530196,11029825,0.2947728373075651
PIM2,1,143,4138786,5920823,-0.5165900712378939
PIM2,1,144,9080376,8950078,0.020851782305760177
PIM2,1,145,15709265,9925693,0.6623759437381438
PIM2,1,146,5724475,5854784,-0.0324725588968682
PIM2,1,147,12087624,11176513,0.1130605427279026
PIM2,1,148,14185281,12606263,0.17025406303031165
PIM2,1,149,16247371,13285957,0.29030414314170727
PIM2,1,150,11234096,10706987,0.069331480949525
PIM2,1,151,7960633,9471551,-0.25071753837112476
PIM2,1,152,15777891,18926703,-0.2625187418670257
PIM2,1,153,19345267,21311618,-0.13965948742907494
PIM2,1,154,9601858,9073724,0.08161882323986876
PIM2,1,155,6839866,7428666,-0.11913510107379366
PIM2,1,156,15016281,10531914,0.5117599067269042
PIM2,1,157,14075995,17676901,-0.3286284661960266
PIM2,1,158,16621664,13402957,0.3105134905467223
PIM2,1,159,11449421,8223046,0.47752983822301937
PIM2,1,160,5656378,6067006,-0.10110620346952287
PIM2,1,161,7085872,6560811,0.11107124329168172
PIM2,1,162,9227100,4413999,1.0637909894088278
PIM2,1,163,7954234,10385984,-0.38484299850600084
PIM2,1,164,11042365,12031830,-0.12380689354833008
PIM2,1,165,4415528,4945457,-0.16351788099470652
PIM2,1,166,5774624,5904933,-0.032193678097531445
PIM2,1,167,6698289,4143919,0.6927968196123784
PIM2,1,168,7768123,10200651,-0.3930232775493819
PIM2,1,169,13151825,11901768,0.14408710668509683
PIM2,1,170,12704586,12039495,0.07757448442929495
PIM2,1,171,13483593,11711550,0.20327295933181852
PIM2,1,172,4332321,4007979,0.11226519280615893
PIM2,1,173,6512926,7963700,-0.2901330395790594
PIM2,1,174,13289553,9604680,0.4684831263417964
PIM2,1,175,6517575,6649155,-0.028835729620211546
PIM2,1,176,19124841,17090138,0.1622837070031525
PIM2,1,177,22878827,22408268,0.029981943802327198
PIM2,1,178,3958307,4681509,-0.24209012164092467
PIM2,1,179,8413505,6247481,0.42943233235236894
PIM2,1,180,6054192,6116663,-0.014810363512472745
PIM2,1,181,7297349,6514495,0.16371910692995917
PIM2,1,182,7103780,7040043,0.01300266218892184
PIM2,1,183,5907770,6039610,-0.031841731882232625
PIM2,1,184,7043385,8226622,-0.22403121117291316
PIM2,1,185,7371061,10192704,-0.4675926289103649
PIM2,1,186,4725551,4856115,-0.0393200295413944
PIM2,1,187,8223796,9142328,-0.15275710215876848
PIM2,1,188,13021810,12104300,0.10541034385026762
PIM2,1,189,8086876,9267810,-0.196645977636749
PIM2,1,190,20366752,17027742,0.2583287879390118
PIM2,1,191,11048508,9014850,0.29347616833250034
PIM2,1,192,11384701,4536874,1.3273259038007383
PIM2,1,193,7107382,5664307,0.32741878159429705
PIM2,1,194,4596022,4923191,-0.09920800760231377
PIM2,1,195,15369816,10575163,0.5394199934260162
PIM2,1,196,5399347,4871984,0.14827554217156827
PIM2,1,197,9006192,9728126,-0.11124468054180715
PIM2,1,198,4737327,5396532,-0.1879593196041703
PIM2,1,199,5667637,8756804,-0.6276570609732437
PIM2,1,200,18464159,14189927,0.379860385116112
PIM2,1,201,13538916,9794649,0.46704653517969935
PIM2,1,202,12050515,13886294,-0.20456681766151757
PIM2,1,203,12676421,4004903,1.662308273712532
PIM2,1,204,8410153,12677189,-0.5920309305115653
PIM2,1,205,17113719,14874197,0.20234152241759398
PIM2,1,206,20899184,14922050,0.48600086647290447
PIM2,1,207,4930105,6841403,-0.4726738429391095
PIM2,1,208,8880426,10455615,-0.23557713344758466
PIM2,1,209,11172168,7698493,0.5372612059730677
PIM2,1,210,12126298,10475602,0.21110602830152725
PIM2,1,211,5859630,8287022,-0.5000441820741175
PIM2,1,212,8290876,6650682,0.31802225187962524
PIM2,1,213,9358402,8488505,0.1407517145766012
PIM2,1,214,10925913,12624466,-0.20846852444310823
PIM2,1,215,4347436,5266736,-0.2767443555729362
PIM2,1,216,15388270,11640926,0.40262522347247326
PIM2,1,217,4934025,8278093,-0.7465334309893059
PIM2,1,218,9598267,8351812,0.20068470872786867
PIM2,1,219,12095306,10062411,0.26547124568675745
PIM2,1,220,9718807,8345133,0.2198441888156335
PIM2,1,221,8754288,4276274,1.0336355508318595
PIM2,1,222,9796413,7957045,0.3000208387508397
PIM2,1,223,8945470,9534013,-0.09192630830673004
PIM2,1,224,5530928,5992514,-0.11563981277724518
PIM2,1,225,6380577,4937774,0.3698260874022913
PIM2,1,226,5329449,5269548,0.016307164865262843
PIM2,1,227,8553050,7568990,0.17633817284977485
PIM2,1,228,6123568,7371317,-0.26754989370516286
PIM2,1,229,4804147,6316341,-0.3948087638933049
PIM2,1,230,11440695,9676367,0.24163730247672735
PIM2,1,231,16088409,13406817,0.26305490521502123
PIM2,1,232,4151880,5665364,-0.4484039055677396
PIM2,1,233,15323229,8154934,0.9099752364037644
PIM2,1,234,13353334,13880942,-0.05590548414977206
PIM2,1,235,10921808,7635007,0.5165103154393813
PIM2,1,236,6386238,8420168,-0.3988826986236668
PIM2,1,237,6183958,8284713,-0.42192119945356305
PIM2,1,238,12099665,9605950,0.33296690023848613
PIM2,1,239,14871144,13951329,0.09211307523095931
PIM2,1,240,18009764,17477764,0.04325864937008884
PIM2,1,241,14143077,10662991,0.40748385528925696
PIM2,1,242,4148801,5014347,-0.2733673771495137
PIM2,1,243,12951869,11187021,0.21133438773549099
PIM2,1,244,8225616,4545563,0.8556647300214281
PIM2,1,245,10394770,4343109,1.2590577707344937
POLR2B,0,1,10138463,6919254,0.5511505480061274
POLR2B,0,2,6493545,5133157,0.33915991239968457
POLR2B,0,3,18072418,12828935,0.4943881351667703
POLR2B,0,4,9154183,13483188,-0.5586586133611894
POLR2B,0,5,4486230,4289851,0.06457604713221791
POLR2B,0,6,3438643,4366405,-0.3446066087605182
POLR2B,0,7,6983550,8101797,-0.2142813382477587
POLR2B,0,8,8548680,7428670,0.20259773152756008
POLR2B,0,9,11920320,6062179,0.975514608542504
POLR2B,0,10,9937259,7239000,0.45705755096214545
POLR2B,0,11,8516690,6404121,0.41129227139989527
POLR2B,0,12,6593835,6270492,0.07253914108410085
POLR2B,0,13,4288290,4482347,-0.0638518662973784
POLR2B,0,14,18082267,10517118,0.7818361439910734
POLR2B,0,15,8028780,6126673,0.39007692990245335
POLR2B,0,16,12303973,9485649,0.37530585245854636
POLR2B,0,17,6186281,8156718,-0.3989164084589528
POLR2B,0,18,13418177,11373990,0.2384502386199957
POLR2B,0,19,3628060,4481323,-0.3047264002523758
POLR2B,0,20,6190951,7896941,-0.35113287095601065
POLR2B,0,21,7510100,5473586,0.45634579874481496
POLR2B,0,22,8823164,10198137,-0.20893761781336584
POLR2B,0,23,9752804,9153711,0.09146031946781974
POLR2B,0,24,4436542,5804637,-0.3877702229232031
POLR2B,0,25,5602115,3368503,0.7338640151096075
POLR2B,0,26,7785767,6611752,0.23580655901649097
POLR2B,0,27,8501384,3764029,1.175419983458837
POLR2B,0,28,12427849,7969089,0.6410899031339733
POLR2B,0,29,4286002,5665340,-0.402530017389675
POLR2B,0,30,9348452,9082972,0.04156305770411852
POLR2B,0,31,12439983,11190410,0.1527216184526243
POLR2B,0,32,7901763,8764508,-0.14949853108689473
POLR2B,0,33,5342042,4427341,0.2709508226134599
POLR2B,0,34,6990408,6658630,0.07015128578532114
POLR2B,0,35,8104313,3763258,1.1067076936023887
POLR2B,0,36,3363105,8029489,-1.2555143547915735
POLR2B,0,37,8373149,5401681,0.6323618550686234
POLR2B,0,38,3760177,5201715,-0.4681867823237891
POLR2B,0,39,11475887,3842903,1.5783372010308336
POLR2B,0,40,8550803,4951913,0.7880739407425383
POLR2B,0,41,9670767,7763826,0.3168625308288759
POLR2B,0,42,7387524,3309130,1.1586389428112036
POLR2B,0,43,7300398,4609562,0.6633454459064647
POLR2B,0,44,11318858,9873741,0.19705969978137383
POLR2B,0,45,14331207,14060605,0.027501449027505686
POLR2B,0,46,11140773,10279314,0.11610534912800247
POLR2B,0,47,13668673,11835714,0.20772644757193365
POLR2B,0,48,10206260,10535477,-0.04580133518467766
POLR2B,0,49,14591541,9601066,0.603865751760273
POLR2B,0,50,4156479,5933916,-0.513622581742931
POLR2B,0,51,9940607,10334590,-0.05607530004265071
POLR2B,0,52,5671997,6198334,-0.12802372777063456
POLR2B,0,53,13685899,12563859,0.12341054832966016
POLR2B,0,54,7762715,5667867,0.45375541656009455
POLR2B,0,55,12946496,13402196,-0.04990772914513243
POLR2B,0,56,11518159,10791851,0.093967808005414
POLR2B,0,57,4217890,5400867,-0.35666955037192366
POLR2B,0,58,8959627,10204312,-0.18766833805141336
POLR2B,0,59,18557078,16591519,0.16152358628396823
POLR2B,0,60,8425523,5662509,0.573324803730949
POLR2B,0,61,6323010,6581827,-0.05787660527742332
POLR2B,0,62,8446024,3630117,1.2182562991096264
POLR2B,0,63,10386598,3492657,1.5723263214921332
POLR2B,0,64,3750988,3944777,-0.07267309875226993
POLR2B,0,65,5925212,3953450,0.5837545948288896
POLR2B,0,66,10917954,4477211,1.2860303081404152
POLR2B,0,67,9808218,6051122,0.6967883731658777
POLR2B,0,68,15129653,12311095,0.2974198127615427
POLR2B,0,69,3960376,4676916,-0.2399201104205346
POLR2B,0,70,4218662,7303229,-0.7917489652308988
POLR2B,0,71,3686930,4873504,-0.4025394027977518
POLR2B,0,72,5409383,12106929,-1.1622970093975398
POLR2B,0,73,9674838,5660982,0.7731851679140392
POLR2B,0,74,9206091,3365430,1.4517978539933292
POLR2B,0,75,6464615,8299180,-0.3604043451777073
POLR2B,0,76,16988587,9903519,0.7785527118407881
POLR2B,0,77,7440711,5470524,0.4437614554733253
POLR2B,0,78,10328993,7570801,0.4481817567240203
POLR2B,0,79,18987164,11252616,0.7547639976520994
POLR2B,0,80,15384171,11709529,0.3937636573528104
POLR2B,0,81,10942859,8636027,0.3415500559602065
POLR2B,0,82,10795585,8432711,0.3563730060595895
POLR2B,0,83,3954487,6121563,-0.6304095071745857
POLR2B,0,84,7306678,4026690,0.8596212214270208
POLR2B,0,85,16464680,8836992,0.8977471894503151
POLR2B,0,86,9819023,6599025,0.5733265991414214
POLR2B,0,87,4145180,3494174,0.24648329838425442
POLR2B,0,88,5620340,5353078,0.07028873389257242
POLR2B,0,89,3563307,3891762,-0.12720669951545233
POLR2B,0,90,15662458,12307308,0.3477954078595824
POLR2B,0,91,11709329,10131323,0.2088358240085603
POLR2B,0,92,16065242,8050839,0.9967316697407519
POLR2B,0,93,9286053,10865885,-0.2266682631196619
POLR2B,0,94,6133314,5995586,0.03276604533502483
POLR2B,0,95,4545567,5133091,-0.17536757405981243
POLR2B,0,96,12507336,12314553,0.02241027429958788
POLR2B,0,97,4150311,4938808,-0.25094343628795246
POLR2B,0,98,16102182,11895217,0.4368746100435297
POLR2B,0,99,12431256,10399116,0.2575111733063889
POLR2B,0,100,19976662,17871077,0.16068895518588974
POLR2B,0,101,6595148,5738820,0.20065091047953973
POLR2B,0,102,11255934,7705705,0.5466869133571781
POLR2B,0,103,6402374,6801504,-0.08724684570247582
POLR2B,0,104,6008907,3499327,0.7800251076814825
POLR2B,0,105,8441490,9017257,-0.09519097007139687
POLR2B,0,106,9877934,7248498,0.44652725174757685
POLR2B,0,107,4200505,3738161,0.16823407807192478
POLR2B,0,108,4022104,5140833,-0.35405176083470896
POLR2B,0,109,8302933,6864451,0.27447671440537236
POLR2B,0,110,9345891,8949851,0.06246854719705337
POLR2B,0,111,10929359,10398400,0.07184723213025652
POLR2B,0,112,6130815,5929321,0.04821196827370832
POLR2B,0,113,3948365,3824429,0.04601099878557384
POLR2B,0,114,10140288,8698224,0.22130586048423684
POLR2B,0,115,12029111,7825013,0.62036497148416
POLR2B,0,116,6975074,7701367,-0.1429060254129291
POLR2B,0,117,4484155,5733454,-0.35456837504533417
POLR2B,0,118,17032662,17150399,-0.009938212246474164
POLR2B,0,119,13548185,11444137,0.24349091836903133
POLR2B,0,120,14013082,12770748,0.13393126506181385
POLR2B,0,121,15119827,5529949,1.4511035520708293
POLR2B,0,122,4698205,4217655,0.15566857589233613
POLR2B,0,123,4498232,5292104,-0.23448334240838994
POLR2B,0,124,7658900,8373115,-0.12862723811661694
POLR2B,0,125,4019746,4023362,-0.0012972064081016258
POLR2B,0,126,8099718,7898243,0.036339925040406444
POLR2B,0,127,6392920,6583637,-0.04240975221785724
POLR2B,0,128,13283822,9151168,0.5376424991459724
POLR2B,0,129,14342379,24241086,-0.7571699862654115
POLR2B,0,130,4679978,8640879,-0.8846763312131377
POLR2B,0,131,10926264,12431824,-0.18623779754391187
POLR2B,0,132,10125923,9273968,0.12679476500797945
POLR2B,0,133,8946812,8555912,0.06445205719713575
POLR2B,0,134,7429970,5720399,0.37724060656431424
POLR2B,0,135,4354154,4811897,-0.14421332713138169
POLR2B,0,136,21425408,15578310,0.4597839452515707
POLR2B,0,137,15391714,13944770,0.1424297578665029
POLR2B,0,138,14799806,11578775,0.35409563617685563
POLR2B,0,139,8427386,6723179,0.3259416456945589
POLR2B,0,140,9996956,10846882,-0.11771961431638486
POLR2B,0,141,3877174,5263177,-0.4409284314257051
POLR2B,0,142,3484210,6460520,-0.8908187099499585
POLR2B,0,143,14526418,12495543,0.21726540373511805
POLR2B,0,144,9544796,8290902,0.2031852966217736
POLR2B,0,145,8548173,9460041,-0.1462303303407369
POLR2B,0,146,3939371,4942398,-0.3272458995532966
POLR2B,0,147,6257245,5788728,0.11228122431566027
POLR2B,0,148,4542886,6442756,-0.5040688554601813
POLR2B,0,149,8418386,8878453,-0.07676465863069659
POLR2B,0,150,10663628,7953541,0.42302914657163854
POLR2B,0,151,5003610,6519658,-0.38182694250272015
POLR2B,0,152,11925668,10147987,0.232876502723417
POLR2B,0,153,5406574,4942946,0.12934354106482918
POLR2B,0,154,9997211,6582154,0.6029658901092482
